group,ratioRank,mediaId,mediaName,impressions,dailyFootfall,ratio,dailyFootfallx30,copyMonthlyVsDailyX30,copyDailyVsFootfall,copyMonthlyVsImpressions,copySnippets,copyMismatchReasons,description,effectMemo,priceNote,location,price,cpm,recalcCpm,priceEqualsImpressions,hasProposal,proposalFileExists,proposalFileCount,reviewStatus,reviewReason,alreadyPhaseB6,isActive,mediaSubCategory
1,11,cmp3uwie0000204lbw1zmrp2l,금호 고속버스 외부 광고,18500000,120000,154.17,3600000,카피숫자없음,카피숫자없음,카피숫자없음,,,"금호고속이 운행하는 32개 노선, 약 410대 차량에 부착되는 외부 래핑 광고 매체로 전국 주요 도시 및 고속도로 구간을 오가며 광범위한 노출 효과를 제공합니다. 장거리 주행을 통한 이동형 매체 특성상 브랜드 인지도 확산과 메시지 반복 노출에 효과적이며 금융·통신·공공 캠페인 등 전국 단위 광고주에게 적합한 매체입니다.","금호고속 32개 노선, 약 410대 차량에 부착되는 이동형 외부 래핑 매체입니다. 전국 주요 도시와 고속도로를 장거리 운행하며 광범위한 지역 도달과 반복 노출이 가능합니다. 금융·통신·공공 캠페인 등 전국 단위 브랜드 인지도 확산에 최적화된 장거리 이동형 OOH 매체입니다.","면(위치)별 450,000원 (VAT 별도)",전국 금호고속버스 노선,450000,24,24,N,false,없음,0,clean,,N,true,bus_exterior
1,12,cmqi6xjgq000604jj5krliihl,광주 유스퀘어 기둥 전광판 광고,18000000,120000,150,3600000,카피숫자없음,카피숫자없음,카피숫자없음,,,"광주 최대 규모 복합 교통허브인 유스퀘어 승차홈에 설치된 프리미엄 기둥형 전광판(Digital Pillar) 광고입니다. 총 6기둥 24면으로 구성되어 있으며, 24시간 운영되는 고화질 LED 전광판으로 영상 또는 이미지를 노출합니다. 버스 이용객, 환승객, 쇼핑·여가 인구가 집중되는 핵심 동선에 위치해 압도적인 노출 효과를 자랑하는 광주 대표 디지털 OOH 매체입니다.","광주 유스퀘어는 하루 수십만 명이 이용하는 교통·상업 복합 공간입니다. 6개의 기둥 총 24면 전광판을 통해 20초 단위로 반복 노출되어 브랜드 인지도와 구매 전환에 매우 효과적이며, 24시간 운영으로 주간·야간 모두 강력한 시인성을 확보합니다.","20초 기준 5,000,000원 (10초 3백, 30초 7백)",광주광역시 서구 무진대로 904 유스퀘어,5000000,278,278,N,false,없음,0,clean,,N,true,digital_signage
1,13,cmp0s4prw000204ktul6suaow,대구 국제공항 국내선 1층 전광판 광고,1800000,12000,150,360000,카피숫자없음,카피숫자없음,카피숫자없음,,,대구국제공항 국내선 1층 일반대합실 도착장 외부 전광판 매체는 공항을 방문하는 승객과 마중객 모두에게 노출되는 고효율 디지털 옥외광고입니다. 도착장 출입구 인근에 위치해 자연스럽게 시선을 끌며 브랜드 메시지를 직접적으로 전달합니다. 항공 이동객뿐 아니라 상시 유동인구를 대상으로 지속적인 노출 효과를 제공하는 프리미엄 매체입니다.,"대구국제공항 국내선 1층 일반대합실 도착장에 위치한 가로형 DOOH 전광판(3.5m × 2.2m)입니다. 도착장 출입구 인근에 설치되어 공항 이용객과 마중객 모두에게 자연스럽게 노출되는 고효율 매체입니다. 국내선 도착객뿐 아니라 상시 유동인구를 대상으로 지속적인 반복 노출이 가능하며, 20초 MP4 영상으로 브랜드 메시지를 효과적으로 전달합니다. 도착 동선의 핵심 위치에서 높은 주목도와 인지 효과를 제공하는 프리미엄 공항 OOH 매체입니다.","1개월 기준 3,000,000원 (VAT 별도)",대구광역시 동구 공항로 221 대구국제공항 1층 일반대합실 도착장,3000000,1670,1667,N,false,없음,0,clean,,N,false,digital_signage
1,14,cmp0s3jby000204jxwc3kgllo,대구 국제공항 2층 출발장 보안검색 바구니 광고,1200000,8500,141.18,255000,카피숫자없음,카피숫자없음,카피숫자없음,,,대구국제공항 2층 출발장 보안검색 바구니 매체는 탑승 전 모든 이용객이 반드시 거치는 보안검색 과정에서 직접적인 시선 접점을 형성하는 체감형 광고 매체입니다. 검색 바구니 내부와 외부에 브랜드 메시지가 노출되어 이용객의 반복적인 시각 인지를 유도합니다. 공항 이용객 전원이 경험하는 필수 동선에 위치해 고효율의 브랜드 인지와 친근한 노출 효과를 제공합니다.,"대구국제공항 2층 출발장 보안검색 구역에 설치된 체감형 OOH 매체입니다. 탑승 전 모든 이용객이 반드시 거치는 보안검색 과정에서 검색 바구니(42×30cm) 내부·외부에 브랜드 메시지가 노출되어 반복적인 시각 인지를 유도합니다. 공항 출발객 전원이 경험하는 필수 동선에 위치해 높은 노출 빈도와 친근한 광고 효과를 제공하며, 100기 100면(100구좌) 규모로 브랜드 인지도 제고에 매우 효과적인 공항 OOH 매체입니다.","1개월 100구좌 기준 40,000원 (VAT 별도)",대구광역시 동구 공항로 221 대구국제공항 2층 출발장 보안검색 구역,40000,33,33,N,false,없음,0,clean,,N,true,airport
1,15,cmptf5nk9000004lebz3i8yv9,블루스퀘어 미디어 광고,1200000,8500,141.18,255000,카피숫자없음,카피숫자없음,카피숫자없음,,,"서울 용산구 이태원로 블루스퀘어에 설치된 실내·외 미디어광고 매체입니다. 블루스퀘어는 서울 대표 뮤지컬·공연장으로 관람객 유동이 매우 높으며, 글라스타워(외부), 지하철 디지털 사이니지, 공연장 내부 사이니지, 휘장 현수막 등 다양한 매체를 운영합니다. 공연 관람객과 문화·예술 타겟에게 최적화된 프리미엄 실내/외 DOOH 매체입니다.",블루스퀘어 내·외부에 설치된 다양한 미디어광고 매체입니다. 공연 관람객이 집중되는 공간으로 높은 주목도와 브랜드 친밀도를 제공합니다. 문화·예술·뷰티·패션·라이프스타일 브랜드 캠페인에 최적화된 프리미엄 실내 DOOH 매체입니다.,"매체 별 상이 (지하철/공연장 내부 사이니지 500만원/월, 글라스타워 4천만원/2주)",서울특별시 용산구 이태원로 294 블루스퀘어,5000000,,4167,N,true,있음,1,clean,,N,true,park
1,16,cmo5zgtqk000004l8s594fn51,신세계백화점 본점 신세계 스퀘어 전광판 광고,4500000,33414,134.67,1002420,카피숫자없음,불일치,카피숫자없음,"하루 평균 12만 명→120,000",카피일≠dailyFootfall,"서울 중구 소공동 신세계백화점 본점 외벽에 설치된 ‘신세계 스퀘어 LED 미디어’는 국내 최초 자유표시구역 지정 백화점 전면 미디어입니다. 총면적 약 1,292㎡의 초대형 커브드 LED 전광판으로 명동·시청·남대문을 잇는 도심 중심축에서 압도적인 시각적 존재감을 형성합니다. 하루 평균 12만 명 이상이 통행하는 고밀도 상권 내에서 럭셔리 브랜드, 패션, 뷰티 캠페인에 최적화된 프리미엄 DOOH 미디어로 국내 최고 수준의 해상도와 밝기를 제공합니다.","서울 중구 소공로 63 신세계백화점 본점 외벽에 설치된 초대형 77m × 17.6m 커브드 LED 전광판 ‘신세계 스퀘어’입니다. 국내 최초 자유표시구역 지정 백화점 전면 미디어로 총면적 약 1,292㎡ 규모이며, 명동·시청·남대문을 잇는 도심 중심축에서 압도적인 시각적 존재감을 제공합니다. 고해상도(9366 x 2142 pixel)와 밝기로 럭셔리·패션·뷰티 브랜드 캠페인에 최적화된 국내 최고 수준의 프리미엄 DOOH 매체입니다.","개별 영상(30초) 1개월 기준 110,000,000원 (VAT 별도)",서울 중구 소공로 63 신세계백화점 본점,110000000,24444,24444,N,false,없음,0,clean,,N,true,digital_signage
1,17,cmpc9yuwa000004l8blx83uyn,여수 메가박스 전광판 광고,1800000,14200,126.76,426000,카피숫자없음,카피숫자없음,카피숫자없음,,,"전라남도 여수시 웅천지구 메가박스 여수웅천에 설치된 대형 가로형 LED 전광판 매체입니다. 여수 주요 관광지(여수시청, 아쿠아플라넷, 해양케이블카, 마리나 등)와 해변가 진입로에 위치한 교차로 사거리 코너로 3방향 노출이 가능하며, 높은 차량 및 보행자 유동인구를 커버합니다. 여수 지역 상권 및 관광객 타겟 브랜드 홍보에 최적화된 프리미엄 DOOH 매체입니다.","여수 웅천지구 메가박스에 설치된 대형 가로형 LED 전광판(16m × 9m)입니다. 관광지 진입로 사거리 코너에서 3방향 노출이 뛰어나며, 여수시청·아쿠아플라넷·해양케이블카 등 주요 명소로 이동하는 차량과 관광객을 효과적으로 타겟팅합니다. 지역 브랜드, 관광 프로모션, 식음료, 리조트 등 캠페인에 최적화된 고효율 DOOH 매체입니다.","20초(1일 100회) 기준 4,000,000원 (VAT 별도)",전라남도 여수시 신월로 96 메가박스 여수웅천,4000000,2222,2222,N,false,없음,0,clean,,N,true,digital_signage
1,18,cmpthegrq000004lb9iccjkho,샤롯데시어터 디지털사이니지 광고,1500000,12000,125,360000,카피숫자없음,카피숫자없음,카피숫자없음,,,"서울 샤롯데시어터(롯데시어터) 내에 설치된 다양한 디지털 사이니지 매체입니다. 빅포스터(1층·4층), 티비즈(전층), 멀티비전(3층) 등 총 9기(빅포스터 2기 + 티비즈 6기 + 멀티비전 1기)로 구성되어 있으며, 공연 관람객이 집중되는 로비·통로·계단 등 주요 동선에 위치합니다. 뮤지컬·연극 관람객 중심의 20~40대 문화 소비층에게 높은 노출이 가능한 프리미엄 실내 DOOH 매체입니다.","샤롯데시어터 내 빅포스터, 티비즈, 멀티비전으로 구성된 디지털 사이니지 매체입니다. 공연 관람객이 대기하고 이동하는 주요 공간에 설치되어 높은 주목도와 브랜드 친밀도를 제공합니다. 뮤지컬·공연 프로모션, 뷰티·패션·라이프스타일 브랜드 캠페인에 최적화된 실내 프리미엄 DOOH 매체입니다.","패키지 기준 5,400,000원/월 (VAT 별도)",서울특별시 송파구 올림픽로 240,5400000,3600,3600,N,true,있음,1,clean,,N,true,digital_signage
1,19,cmptgcp8w000004lcetwqulfq,양양고속도로 가평휴게소 미디어 광고,2200000,18000,122.22,540000,카피숫자없음,카피숫자없음,카피숫자없음,,,"양양고속도로 가평휴게소(서울방향 및 춘천방향)에 설치된 DID 미디어광고 매체입니다. 고속도로 이용객이 휴식을 취하는 핵심 휴게소로, 패널 DID와 대형 DID를 운영하며 높은 체류시간과 반복 노출이 강점입니다. 장거리 운전자, 가족 여행객, 레저 활동객을 대상으로 한 효과적인 프리미엄 휴게소 DOOH 매체입니다.","양양고속도로 가평휴게소에 설치된 DID 미디어(패널 및 대형)입니다. 휴게소 이용객이 음식과 휴식을 취하는 공간에서 15초 소재를 하루 144회 이상 송출하며 높은 반복 노출을 제공합니다. 고속도로 이용객, 가족 여행객, 레저 활동객 대상 브랜드 홍보와 프로모션에 매우 효과적인 휴게소 프리미엄 매체입니다.","패널 DID 4,000,000원 / 대형 DID 2,500,000원 (VAT 별도)",경기도 가평군 설악면 미사리로540번길 51,4000000,1818,1818,N,true,있음,1,clean,,N,true,restaurant
1,20,cmokcw7on000204jso0xml0r3,스타필드 고양점 미디어타워 & 파노라마 스크린 광고,8500000,70000,121.43,2100000,카피숫자없음,일치,카피숫자없음,"일평균 7만 명→70,000 | 일평균 7만 명→70,000",,"스타필드 고양점은 일평균 7만 명, 주말 최대 10만 명이 방문하는 수도권 서북부 대표 복합 쇼핑몰입니다. 미디어타워와 파노라마 스크린은 중앙 아트리움 핵심 동선에 위치하여 모든 방문객의 시선을 집중시키는 초대형 매체입니다. 2030세대, 가족 단위 방문객, 프리미엄 소비층 등 다양한 타깃에게 브랜드 메시지를 강력하게 전달할 수 있습니다. 특히 경기 서북부 및 서울 서부권 소비자를 포괄하며 수도권 전역으로 도달 가능한 광역 랜드마크형 광고 솔루션을 제공합니다.","스타필드 고양점 중앙 아트리움 핵심 동선에 위치한 초대형 복합 매체(기둥 전면 6m×16m + 우측면 2m×16m + 벽면 파노라마 78m×1.8m)입니다. 일평균 7만 명(주말 최대 10만 명)이 방문하는 수도권 서북부 대표 복합몰의 랜드마크형 DOOH로, 모든 방문객의 시선을 강력하게 집중시킵니다. 2030세대, 가족 단위, 프리미엄 소비층 등 다양한 타깃에게 브랜드 메시지를 효과적으로 전달할 수 있으며, 경기 서북부 및 서울 서부권을 아우르는 광역 도달력을 제공하는 프리미엄 실내 매체입니다.","1개월 20초 영상 25,000,000원 (VAT 별도)",경기 고양시 덕양구 고양대로 1955,25000000,2941,2941,N,false,없음,0,clean,,N,true,mall
2,22,cmrx2jg0z001n04jr751ualgm,KTX 전주역 맞이방 영상광고 (4번) 광고,1800000,15000,120,450000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"전주역 맞이방에 설치된 대형 영상광고 매체입니다. 4,000 × 2,000mm 규격의 디지털 스크린으로, 역사 이용객이 집중되는 맞이방 핵심 위치에 노출됩니다. 일 200회 내외(월 약 6,000회) 표출되며, 15구좌 기준으로 운영됩니다.","전주역 맞이방 영상광고는 역사 이용객이 가장 많이 모이는 핵심 동선에 위치한 대형 디지털 매체입니다. 일 200회 이상 표출되어 높은 반복 노출 효과를 제공하며, KTX 이용객과 지역 주민을 동시에 타겟팅할 수 있습니다.","20초 1,200,000원 / 30초 1,800,000원 (VAT 별도) / 3개월↑ 10%, 6개월↑ 20% 할인",전북 전주시 덕진구 동부대로 680 전주역 맞이방,1200000,0.67,667,N,false,없음,0,clean,,N,true,ktx_terminal
2,36,cmokcli51000004l19rum9jwj,스타필드 하남점 LED 전광판 광고,6500000,70000,92.86,2100000,카피숫자없음,일치,카피숫자없음,"일평균 7만 명→70,000 | 일평균 7만 명→70,000",cpm≤10(placeholder),"스타필드 하남점 LED 전광판은 일평균 7만 명 주말 최대 10만 명이 방문하는 수도권 동부 대표 복합쇼핑몰의 핵심 공간에 설치된 초대형 디지털 광고 매체입니다. 쇼핑몰 중심부 고층 개방형 천장 아래 위치하여 방문객의 동선과 시선을 자연스럽게 사로잡는 구조로 설계되었습니다. 2030세대 젊은 층부터 가족 단위 방문객, 고소득 소비층까지 폭넓게 커버하며, 브랜드 메시지를 고급스럽고 임팩트 있게 전달할 수 있습니다. 서울 강동·송파 및 경기 하남·광주·성남권까지 아우르는 광역 커버리지와 파급력을 제공해 프리미엄 브랜드 마케팅에 최적화된 매체입니다.","스타필드 하남점 중심부 고층 개방형 천장 아래 위치한 초대형 가로형 LED 전광판(12.6m × 7.8m)입니다. 방문객의 동선과 시선을 자연스럽게 사로잡는 구조로 설계되어 일평균 7만 명(주말 최대 10만 명)이 방문하는 수도권 동부 대표 복합몰의 핵심 매체입니다. 2030세대 젊은 층부터 가족 단위, 고소득 소비층까지 폭넓게 커버하며, 브랜드 메시지를 고급스럽고 임팩트 있게 전달할 수 있습니다. 서울 강동·송파 및 경기 하남·광주·성남권까지 아우르는 광역 커버리지를 제공하는 프리미엄 실내 DOOH 매체입니다.","1개월 20초 영상 7,000,000원 (VAT 별도)",경기 하남시 신장동 616,7000000,1.1,1077,N,false,없음,0,clean,,N,false,billboard
2,62,cms4dt5b8000404l4ze7pd4em,디저트랩 이마트24 서울숲점 LED 사이니지 광고,2500000,38000,65.79,1140000,카피숫자없음,카피숫자없음,카피숫자없음,,price=impressions,디저트의 성지 아뜰리에길 초입에 위치한 대형 LED 전광판. 감각적 인테리어로 주목도가 최상인 위치에 설치되어 있습니다.,"디저트의 성지 아뜰리에길 초입에 위치한 대형 LED 전광판(1,280mm × 2,400mm, 688px × 1,290px). 세로형 9:16 영상 송출이 가능하며, 감각적 인테리어로 주목도가 최상인 위치에 설치되어 성수동 방문객에게 높은 노출을 제공합니다.","2,500,000원 / 월 (VAT 제외) · 일 100회 이상 (20초 소재 기준) · 총 30구좌 중 상업광고 24구좌",서울시 성동구 서울숲4길 27,2500000,1000,1000,Y,false,없음,0,clean,,N,true,convenience
